"Time","Loki Moscow - MOEX - USD/RUB_T+1 - 1 - ask"
2022-09-21 10:13:30,62.0
2022-09-21 10:13:35,62.0
2022-09-21 10:13:40,62.0
2022-09-21 10:13:45,62.0
2022-09-21 10:13:50,61.9
2022-09-21 10:13:55,61.9
2022-09-21 10:14:00,61.9
2022-09-21 10:14:05,61.8
2022-09-21 10:14:10,61.8
2022-09-21 10:14:15,61.8
2022-09-21 10:14:20,61.8
2022-09-21 10:14:25,61.8
2022-09-21 10:14:30,61.8
2022-09-21 10:14:35,61.9
2022-09-21 10:14:40,61.9
2022-09-21 10:14:45,61.9
2022-09-21 10:14:50,61.9
2022-09-21 10:14:55,61.9
2022-09-21 10:15:00,61.9
2022-09-21 10:15:05,61.9
2022-09-21 10:15:10,61.9
2022-09-21 10:15:15,61.9
2022-09-21 10:15:20,61.9
2022-09-21 10:15:25,61.9
2022-09-21 10:15:30,61.9
2022-09-21 10:15:35,61.9
2022-09-21 10:15:40,61.9
2022-09-21 10:15:45,61.9
2022-09-21 10:15:50,61.9
2022-09-21 10:15:55,61.9
2022-09-21 10:16:00,61.9
2022-09-21 10:16:05,61.9
2022-09-21 10:16:10,61.9
2022-09-21 10:16:15,61.9
2022-09-21 10:16:20,61.9
2022-09-21 10:16:25,61.9
2022-09-21 10:16:30,61.9
2022-09-21 10:16:35,61.9
2022-09-21 10:16:40,61.9
2022-09-21 10:16:45,61.9
2022-09-21 10:16:50,61.9
2022-09-21 10:16:55,61.9
2022-09-21 10:17:00,61.9
2022-09-21 10:17:05,61.9
2022-09-21 10:17:10,61.9
2022-09-21 10:17:15,61.9
2022-09-21 10:17:20,61.9
2022-09-21 10:17:25,61.9
2022-09-21 10:17:30,61.9
2022-09-21 10:17:35,61.9
2022-09-21 10:17:40,61.9
2022-09-21 10:17:45,61.9
2022-09-21 10:17:50,61.9
2022-09-21 10:17:55,61.9
2022-09-21 10:18:00,61.9
2022-09-21 10:18:05,61.9
2022-09-21 10:18:10,61.9
2022-09-21 10:18:15,61.9
2022-09-21 10:18:20,61.8
2022-09-21 10:18:25,61.8
2022-09-21 10:18:30,61.8
2022-09-21 10:18:35,61.8
2022-09-21 10:18:40,61.8
2022-09-21 10:18:45,61.8
2022-09-21 10:18:50,61.8
2022-09-21 10:18:55,61.8
2022-09-21 10:19:00,61.8
2022-09-21 10:19:05,61.8
2022-09-21 10:19:10,61.8
2022-09-21 10:19:15,61.8
2022-09-21 10:19:20,61.8
2022-09-21 10:19:25,61.8
2022-09-21 10:19:30,61.8
2022-09-21 10:19:35,61.7
2022-09-21 10:19:40,61.7
2022-09-21 10:19:45,61.7
2022-09-21 10:19:50,61.7
2022-09-21 10:19:55,61.7
2022-09-21 10:20:00,61.7
2022-09-21 10:20:05,61.5
2022-09-21 10:20:10,61.5
2022-09-21 10:20:15,61.5
2022-09-21 10:20:20,61.5
2022-09-21 10:20:25,61.5
2022-09-21 10:20:30,61.5
2022-09-21 10:20:35,61.5
2022-09-21 10:20:40,61.5
2022-09-21 10:20:45,61.5
2022-09-21 10:20:50,61.5
2022-09-21 10:20:55,61.5
2022-09-21 10:21:00,61.5
2022-09-21 10:21:05,61.5
2022-09-21 10:21:10,61.5
2022-09-21 10:21:15,61.5
2022-09-21 10:21:20,61.5
2022-09-21 10:21:25,61.5
2022-09-21 10:21:30,61.5
2022-09-21 10:21:35,61.5
2022-09-21 10:21:40,61.5
2022-09-21 10:21:45,61.5
2022-09-21 10:21:50,61.5
2022-09-21 10:21:55,61.5
2022-09-21 10:22:00,61.5
2022-09-21 10:22:05,61.4
2022-09-21 10:22:10,61.4
2022-09-21 10:22:15,61.4
2022-09-21 10:22:20,61.4
2022-09-21 10:22:25,61.4
2022-09-21 10:22:30,61.4
2022-09-21 10:22:35,61.3
2022-09-21 10:22:40,61.3
2022-09-21 10:22:45,61.3
2022-09-21 10:22:50,61.3
2022-09-21 10:22:55,61.3
2022-09-21 10:23:00,61.3
2022-09-21 10:23:05,61.3
2022-09-21 10:23:10,61.3
2022-09-21 10:23:15,61.3
2022-09-21 10:23:20,61.3
2022-09-21 10:23:25,61.3
2022-09-21 10:23:30,61.3
2022-09-21 10:23:35,61.3
2022-09-21 10:23:40,61.3
2022-09-21 10:23:45,61.3
2022-09-21 10:23:50,61.2
2022-09-21 10:23:55,61.2
2022-09-21 10:24:00,61.2
2022-09-21 10:24:05,61.2
2022-09-21 10:24:10,61.2
2022-09-21 10:24:15,61.2
2022-09-21 10:24:20,61.2
2022-09-21 10:24:25,61.2
2022-09-21 10:24:30,61.2
2022-09-21 10:24:35,61.2
2022-09-21 10:24:40,61.2
2022-09-21 10:24:45,61.2
2022-09-21 10:24:50,61.2
2022-09-21 10:24:55,61.2
2022-09-21 10:25:00,61.2
2022-09-21 10:25:05,61.2
2022-09-21 10:25:10,61.2
2022-09-21 10:25:15,61.2
2022-09-21 10:25:20,61.3
2022-09-21 10:25:25,61.3
2022-09-21 10:25:30,61.3
2022-09-21 10:25:35,61.5
2022-09-21 10:25:40,61.5
2022-09-21 10:25:45,61.5
2022-09-21 10:25:50,61.3
2022-09-21 10:25:55,61.3
2022-09-21 10:26:00,61.3
2022-09-21 10:26:05,61.2
2022-09-21 10:26:10,61.2
2022-09-21 10:26:15,61.2
2022-09-21 10:26:20,61.1
2022-09-21 10:26:25,61.1
2022-09-21 10:26:30,61.1
2022-09-21 10:26:35,61.2
2022-09-21 10:26:40,61.2
2022-09-21 10:26:45,61.2
2022-09-21 10:26:50,61.2
2022-09-21 10:26:55,61.2
2022-09-21 10:27:00,61.2
2022-09-21 10:27:05,61.1
2022-09-21 10:27:10,61.1
2022-09-21 10:27:15,61.1
2022-09-21 10:27:20,61.0
2022-09-21 10:27:25,61.0
2022-09-21 10:27:30,61.0
2022-09-21 10:27:35,61.0
2022-09-21 10:27:40,61.0
2022-09-21 10:27:45,61.0
2022-09-21 10:27:50,60.9
2022-09-21 10:27:55,60.9
2022-09-21 10:28:00,60.9
2022-09-21 10:28:05,60.9
2022-09-21 10:28:10,60.9
2022-09-21 10:28:15,60.9
2022-09-21 10:28:20,60.9
2022-09-21 10:28:25,60.9
2022-09-21 10:28:30,60.9
2022-09-21 10:28:35,61.0
2022-09-21 10:28:40,61.0
2022-09-21 10:28:45,61.0
2022-09-21 10:28:50,60.9
2022-09-21 10:28:55,60.9
2022-09-21 10:29:00,60.9
2022-09-21 10:29:05,61.0
2022-09-21 10:29:10,61.0
2022-09-21 10:29:15,61.0
2022-09-21 10:29:20,61.0
2022-09-21 10:29:25,61.0
2022-09-21 10:29:30,61.0
2022-09-21 10:29:35,61.0
2022-09-21 10:29:40,61.0
2022-09-21 10:29:45,61.0
2022-09-21 10:29:50,60.9
2022-09-21 10:29:55,60.9
2022-09-21 10:30:00,60.9
2022-09-21 10:30:05,60.9
2022-09-21 10:30:10,60.9
2022-09-21 10:30:15,60.9
2022-09-21 10:30:20,60.9
2022-09-21 10:30:25,60.9
2022-09-21 10:30:30,60.9
2022-09-21 10:30:35,60.9
2022-09-21 10:30:40,60.9
2022-09-21 10:30:45,60.9
2022-09-21 10:30:50,60.8
2022-09-21 10:30:55,60.8
2022-09-21 10:31:00,60.8
2022-09-21 10:31:05,60.8
2022-09-21 10:31:10,60.8
2022-09-21 10:31:15,60.8
2022-09-21 10:31:20,60.8
2022-09-21 10:31:25,60.8
2022-09-21 10:31:30,60.8
2022-09-21 10:31:35,60.7
2022-09-21 10:31:40,60.7
2022-09-21 10:31:45,60.7
2022-09-21 10:31:50,60.7
2022-09-21 10:31:55,60.7
2022-09-21 10:32:00,60.7
2022-09-21 10:32:05,60.7
2022-09-21 10:32:10,60.7
2022-09-21 10:32:15,60.7
2022-09-21 10:32:20,60.6
2022-09-21 10:32:25,60.6
2022-09-21 10:32:30,60.6
2022-09-21 10:32:35,60.7
2022-09-21 10:32:40,60.7
2022-09-21 10:32:45,60.7
2022-09-21 10:32:50,60.6
2022-09-21 10:32:55,60.6
2022-09-21 10:33:00,60.6
2022-09-21 10:33:05,60.6
2022-09-21 10:33:10,60.6
2022-09-21 10:33:15,60.6
2022-09-21 10:33:20,60.7
2022-09-21 10:33:25,60.7
2022-09-21 10:33:30,60.7
2022-09-21 10:33:35,60.7
2022-09-21 10:33:40,60.7
2022-09-21 10:33:45,60.7
2022-09-21 10:33:50,60.7
2022-09-21 10:33:55,60.7
2022-09-21 10:34:00,60.7
2022-09-21 10:34:05,60.7
2022-09-21 10:34:10,60.7
2022-09-21 10:34:15,60.7
2022-09-21 10:34:20,60.7
2022-09-21 10:34:25,60.7
2022-09-21 10:34:30,60.7
2022-09-21 10:34:35,60.7
2022-09-21 10:34:40,60.7
2022-09-21 10:34:45,60.7
2022-09-21 10:34:50,60.7
2022-09-21 10:34:55,60.7
2022-09-21 10:35:00,60.7
2022-09-21 10:35:05,60.7
2022-09-21 10:35:10,60.7
2022-09-21 10:35:15,60.7
2022-09-21 10:35:20,60.7
2022-09-21 10:35:25,60.7
2022-09-21 10:35:30,60.7
2022-09-21 10:35:35,60.7
2022-09-21 10:35:40,60.7
2022-09-21 10:35:45,60.7
2022-09-21 10:35:50,60.8
2022-09-21 10:35:55,60.8
2022-09-21 10:36:00,60.8
2022-09-21 10:36:05,60.8
2022-09-21 10:36:10,60.8
2022-09-21 10:36:15,60.8
2022-09-21 10:36:20,60.9
2022-09-21 10:36:25,60.9
2022-09-21 10:36:30,60.9
2022-09-21 10:36:35,60.9
2022-09-21 10:36:40,60.9
2022-09-21 10:36:45,60.9
2022-09-21 10:36:50,60.9
2022-09-21 10:36:55,60.9
2022-09-21 10:37:00,60.9
2022-09-21 10:37:05,61.0
2022-09-21 10:37:10,61.0
2022-09-21 10:37:15,61.0
2022-09-21 10:37:20,60.9
2022-09-21 10:37:25,60.9
2022-09-21 10:37:30,60.9
2022-09-21 10:37:35,60.9
2022-09-21 10:37:40,60.9
2022-09-21 10:37:45,60.9
2022-09-21 10:37:50,60.8
2022-09-21 10:37:55,60.8
2022-09-21 10:38:00,60.8
2022-09-21 10:38:05,60.9
2022-09-21 10:38:10,60.9
2022-09-21 10:38:15,60.9
2022-09-21 10:38:20,60.9
2022-09-21 10:38:25,60.9
2022-09-21 10:38:30,60.9
2022-09-21 10:38:35,60.9
2022-09-21 10:38:40,60.9
2022-09-21 10:38:45,60.9
2022-09-21 10:38:50,60.9
2022-09-21 10:38:55,60.9
2022-09-21 10:39:00,60.9
2022-09-21 10:39:05,60.9
2022-09-21 10:39:10,60.9
2022-09-21 10:39:15,60.9
2022-09-21 10:39:20,61.0
2022-09-21 10:39:25,61.0
2022-09-21 10:39:30,61.0
2022-09-21 10:39:35,60.9
2022-09-21 10:39:40,60.9
2022-09-21 10:39:45,60.9
2022-09-21 10:39:50,60.9
2022-09-21 10:39:55,60.9
2022-09-21 10:40:00,60.9
2022-09-21 10:40:05,60.9
2022-09-21 10:40:10,60.9
2022-09-21 10:40:15,60.9
2022-09-21 10:40:20,60.8
2022-09-21 10:40:25,60.8
2022-09-21 10:40:30,60.8
2022-09-21 10:40:35,60.8
2022-09-21 10:40:40,60.8
2022-09-21 10:40:45,60.8
2022-09-21 10:40:50,60.8
2022-09-21 10:40:55,60.8
2022-09-21 10:41:00,60.8
2022-09-21 10:41:05,60.8
2022-09-21 10:41:10,60.8
2022-09-21 10:41:15,60.8
2022-09-21 10:41:20,60.8
2022-09-21 10:41:25,60.8
2022-09-21 10:41:30,60.8
2022-09-21 10:41:35,60.8
2022-09-21 10:41:40,60.8
2022-09-21 10:41:45,60.8
2022-09-21 10:41:50,60.8
2022-09-21 10:41:55,60.8
2022-09-21 10:42:00,60.8
2022-09-21 10:42:05,60.8
2022-09-21 10:42:10,60.8
2022-09-21 10:42:15,60.8
2022-09-21 10:42:20,60.8
2022-09-21 10:42:25,60.8
2022-09-21 10:42:30,60.8
2022-09-21 10:42:35,60.8
2022-09-21 10:42:40,60.8
2022-09-21 10:42:45,60.8
2022-09-21 10:42:50,60.8
2022-09-21 10:42:55,60.8
2022-09-21 10:43:00,60.8
2022-09-21 10:43:05,60.8
2022-09-21 10:43:10,60.8
2022-09-21 10:43:15,60.8
2022-09-21 10:43:20,60.8
2022-09-21 10:43:25,60.8
2022-09-21 10:43:30,60.8
2022-09-21 10:43:35,60.8
2022-09-21 10:43:40,60.8
2022-09-21 10:43:45,60.8
2022-09-21 10:43:50,60.8
2022-09-21 10:43:55,60.8
2022-09-21 10:44:00,60.8
2022-09-21 10:44:05,60.8
2022-09-21 10:44:10,60.8
2022-09-21 10:44:15,60.8
2022-09-21 10:44:20,60.8
2022-09-21 10:44:25,60.8
2022-09-21 10:44:30,60.8
2022-09-21 10:44:35,60.8
2022-09-21 10:44:40,60.8
2022-09-21 10:44:45,60.8
2022-09-21 10:44:50,60.8
2022-09-21 10:44:55,60.8
2022-09-21 10:45:00,60.8
2022-09-21 10:45:05,60.8
2022-09-21 10:45:10,60.8
2022-09-21 10:45:15,60.8
2022-09-21 10:45:20,60.8
2022-09-21 10:45:25,60.8
2022-09-21 10:45:30,60.8
2022-09-21 10:45:35,60.8
2022-09-21 10:45:40,60.8
2022-09-21 10:45:45,60.8
2022-09-21 10:45:50,60.8
2022-09-21 10:45:55,60.8
2022-09-21 10:46:00,60.8
2022-09-21 10:46:05,60.8
2022-09-21 10:46:10,60.8
2022-09-21 10:46:15,60.8
2022-09-21 10:46:20,60.9
2022-09-21 10:46:25,60.9
2022-09-21 10:46:30,60.9
2022-09-21 10:46:35,60.9
2022-09-21 10:46:40,60.9
2022-09-21 10:46:45,60.9
2022-09-21 10:46:50,60.9
2022-09-21 10:46:55,60.9
2022-09-21 10:47:00,60.9
2022-09-21 10:47:05,61.0
2022-09-21 10:47:10,61.0
2022-09-21 10:47:15,61.0
2022-09-21 10:47:20,61.0
2022-09-21 10:47:25,61.0
2022-09-21 10:47:30,61.0
2022-09-21 10:47:35,61.0
2022-09-21 10:47:40,61.0
2022-09-21 10:47:45,61.0
2022-09-21 10:47:50,60.9
2022-09-21 10:47:55,60.9
2022-09-21 10:48:00,60.9
2022-09-21 10:48:05,61.0
2022-09-21 10:48:10,61.0
2022-09-21 10:48:15,61.0
2022-09-21 10:48:20,61.0
2022-09-21 10:48:25,61.0
2022-09-21 10:48:30,61.0
2022-09-21 10:48:35,60.9
2022-09-21 10:48:40,60.9
2022-09-21 10:48:45,60.9
2022-09-21 10:48:50,61.0
2022-09-21 10:48:55,61.0
2022-09-21 10:49:00,61.0
2022-09-21 10:49:05,61.0
2022-09-21 10:49:10,61.0
2022-09-21 10:49:15,61.0
2022-09-21 10:49:20,61.0
2022-09-21 10:49:25,61.0
2022-09-21 10:49:30,61.0
2022-09-21 10:49:35,60.9
2022-09-21 10:49:40,60.9
2022-09-21 10:49:45,60.9
2022-09-21 10:49:50,61.0
2022-09-21 10:49:55,61.0
2022-09-21 10:50:00,61.0
2022-09-21 10:50:05,61.0
2022-09-21 10:50:10,61.0
2022-09-21 10:50:15,61.0
2022-09-21 10:50:20,61.0
2022-09-21 10:50:25,61.0
2022-09-21 10:50:30,61.0
2022-09-21 10:50:35,61.0
2022-09-21 10:50:40,61.0
2022-09-21 10:50:45,61.0
2022-09-21 10:50:50,61.0
2022-09-21 10:50:55,61.0
2022-09-21 10:51:00,61.0
2022-09-21 10:51:05,61.0
2022-09-21 10:51:10,61.0
2022-09-21 10:51:15,61.0
2022-09-21 10:51:20,61.0
2022-09-21 10:51:25,61.0
2022-09-21 10:51:30,61.0
2022-09-21 10:51:35,61.0
2022-09-21 10:51:40,61.0
2022-09-21 10:51:45,61.0
2022-09-21 10:51:50,61.1
2022-09-21 10:51:55,61.1
2022-09-21 10:52:00,61.1
2022-09-21 10:52:05,61.1
2022-09-21 10:52:10,61.1
2022-09-21 10:52:15,61.1
2022-09-21 10:52:20,61.1
2022-09-21 10:52:25,61.1
2022-09-21 10:52:30,61.1
2022-09-21 10:52:35,61.1
2022-09-21 10:52:40,61.1
2022-09-21 10:52:45,61.1
2022-09-21 10:52:50,61.1
2022-09-21 10:52:55,61.1
2022-09-21 10:53:00,61.1
2022-09-21 10:53:05,61.0
2022-09-21 10:53:10,61.0
2022-09-21 10:53:15,61.0
2022-09-21 10:53:20,61.0
2022-09-21 10:53:25,61.0
2022-09-21 10:53:30,61.0
2022-09-21 10:53:35,61.0
2022-09-21 10:53:40,61.0
2022-09-21 10:53:45,61.0
2022-09-21 10:53:50,61.0
2022-09-21 10:53:55,61.0
2022-09-21 10:54:00,61.0
2022-09-21 10:54:05,61.0
2022-09-21 10:54:10,61.0
2022-09-21 10:54:15,61.0
2022-09-21 10:54:20,61.0
2022-09-21 10:54:25,61.0
2022-09-21 10:54:30,61.0
2022-09-21 10:54:35,61.1
2022-09-21 10:54:40,61.1
2022-09-21 10:54:45,61.1
2022-09-21 10:54:50,61.0
2022-09-21 10:54:55,61.0
2022-09-21 10:55:00,61.0
2022-09-21 10:55:05,61.0
2022-09-21 10:55:10,61.0
2022-09-21 10:55:15,61.0
2022-09-21 10:55:20,61.0
2022-09-21 10:55:25,61.0
2022-09-21 10:55:30,61.0
2022-09-21 10:55:35,61.0
2022-09-21 10:55:40,61.0
2022-09-21 10:55:45,61.0
2022-09-21 10:55:50,61.0
2022-09-21 10:55:55,61.0
2022-09-21 10:56:00,61.0
2022-09-21 10:56:05,61.0
2022-09-21 10:56:10,61.0
2022-09-21 10:56:15,61.0
2022-09-21 10:56:20,61.0
2022-09-21 10:56:25,61.0
2022-09-21 10:56:30,61.0
2022-09-21 10:56:35,61.0
2022-09-21 10:56:40,61.0
2022-09-21 10:56:45,61.0
2022-09-21 10:56:50,61.0
2022-09-21 10:56:55,61.0
2022-09-21 10:57:00,61.0
2022-09-21 10:57:05,61.0
2022-09-21 10:57:10,61.0
2022-09-21 10:57:15,61.0
2022-09-21 10:57:20,61.0
2022-09-21 10:57:25,61.0
2022-09-21 10:57:30,61.0
2022-09-21 10:57:35,61.0
2022-09-21 10:57:40,61.0
2022-09-21 10:57:45,61.0
2022-09-21 10:57:50,61.0
2022-09-21 10:57:55,61.0
2022-09-21 10:58:00,61.0
2022-09-21 10:58:05,61.0
2022-09-21 10:58:10,61.0
2022-09-21 10:58:15,61.0
2022-09-21 10:58:20,61.0
2022-09-21 10:58:25,61.0
2022-09-21 10:58:30,61.0
2022-09-21 10:58:35,61.0
2022-09-21 10:58:40,61.0
2022-09-21 10:58:45,61.0
2022-09-21 10:58:50,61.0
2022-09-21 10:58:55,61.0
2022-09-21 10:59:00,61.0
2022-09-21 10:59:05,61.0
2022-09-21 10:59:10,61.0
2022-09-21 10:59:15,61.0
2022-09-21 10:59:20,61.0
2022-09-21 10:59:25,61.0
2022-09-21 10:59:30,61.0
2022-09-21 10:59:35,61.0
2022-09-21 10:59:40,61.0
2022-09-21 10:59:45,61.0
2022-09-21 10:59:50,61.0
2022-09-21 10:59:55,61.0
2022-09-21 11:00:00,61.0
2022-09-21 11:00:05,61
2022-09-21 11:00:10,61
2022-09-21 11:00:15,61
2022-09-21 11:00:20,61.0
2022-09-21 11:00:25,61.0
2022-09-21 11:00:30,61.0
2022-09-21 11:00:35,61.0
2022-09-21 11:00:40,61.0
2022-09-21 11:00:45,61.0
2022-09-21 11:00:50,61.0
2022-09-21 11:00:55,61.0
2022-09-21 11:01:00,61.0
2022-09-21 11:01:05,61.0
2022-09-21 11:01:10,61.0
2022-09-21 11:01:15,61.0
2022-09-21 11:01:20,61.0
2022-09-21 11:01:25,61.0
2022-09-21 11:01:30,61.0
2022-09-21 11:01:35,61.0
2022-09-21 11:01:40,61.0
2022-09-21 11:01:45,61.0
2022-09-21 11:01:50,61.0
2022-09-21 11:01:55,61.0
2022-09-21 11:02:00,61.0
2022-09-21 11:02:05,61.0
2022-09-21 11:02:10,61.0
2022-09-21 11:02:15,61.0
2022-09-21 11:02:20,61.0
2022-09-21 11:02:25,61.0
2022-09-21 11:02:30,61.0
2022-09-21 11:02:35,61.0
2022-09-21 11:02:40,61.0
2022-09-21 11:02:45,61.0
2022-09-21 11:02:50,61.0
2022-09-21 11:02:55,61.0
2022-09-21 11:03:00,61.0
2022-09-21 11:03:05,61.0
2022-09-21 11:03:10,61.0
2022-09-21 11:03:15,61.0
2022-09-21 11:03:20,61.0
2022-09-21 11:03:25,61.0
2022-09-21 11:03:30,61.0
2022-09-21 11:03:35,61.0
2022-09-21 11:03:40,61.0
2022-09-21 11:03:45,61.0
2022-09-21 11:03:50,61.0
2022-09-21 11:03:55,61.0
2022-09-21 11:04:00,61.0
2022-09-21 11:04:05,61.0
2022-09-21 11:04:10,61.0
2022-09-21 11:04:15,61.0
2022-09-21 11:04:20,61.0
2022-09-21 11:04:25,61.0
2022-09-21 11:04:30,61.0
2022-09-21 11:04:35,61.0
2022-09-21 11:04:40,61.0
2022-09-21 11:04:45,61.0
2022-09-21 11:04:50,61.0
2022-09-21 11:04:55,61.0
2022-09-21 11:05:00,61.0
2022-09-21 11:05:05,61.0
2022-09-21 11:05:10,61.0
2022-09-21 11:05:15,61.0
2022-09-21 11:05:20,61
2022-09-21 11:05:25,61
2022-09-21 11:05:30,61
2022-09-21 11:05:35,61.0
2022-09-21 11:05:40,61.0
2022-09-21 11:05:45,61.0
2022-09-21 11:05:50,61.0
2022-09-21 11:05:55,61.0
2022-09-21 11:06:00,61.0
2022-09-21 11:06:05,60.9
2022-09-21 11:06:10,60.9
2022-09-21 11:06:15,60.9
2022-09-21 11:06:20,61.0
2022-09-21 11:06:25,61.0
2022-09-21 11:06:30,61.0
2022-09-21 11:06:35,61.0
2022-09-21 11:06:40,61.0
2022-09-21 11:06:45,61.0
2022-09-21 11:06:50,61.0
2022-09-21 11:06:55,61.0
2022-09-21 11:07:00,61.0
2022-09-21 11:07:05,61.0
2022-09-21 11:07:10,61.0
2022-09-21 11:07:15,61.0
2022-09-21 11:07:20,61.0
2022-09-21 11:07:25,61.0
2022-09-21 11:07:30,61.0
2022-09-21 11:07:35,61.0
2022-09-21 11:07:40,61.0
2022-09-21 11:07:45,61.0
2022-09-21 11:07:50,61.0
2022-09-21 11:07:55,61.0
2022-09-21 11:08:00,61.0

